Date,Country,Confirmed,Recovered,Deaths
20200124,Monaco,0,0,0
20200124,Mongolia,0,0,0
20200124,Montenegro,0,0,0
20200124,Morocco,0,0,0
20200124,Mozambique,0,0,0
20200124,Namibia,0,0,0
20200124,Nepal,0,0,0
20200124,Netherlands,0,0,0
20200124,New Zealand,0,0,0
20200124,Nicaragua,0,0,0
20200124,Niger,0,0,0
20200124,Nigeria,0,0,0
20200124,North Macedonia,0,0,0
20200124,Norway,0,0,0
20200124,Oman,0,0,0
20200124,Pakistan,0,0,0
20200124,Panama,0,0,0
20200124,Papua New Guinea,0,0,0
20200124,Paraguay,0,0,0
20200124,Peru,0,0,0
20200124,Philippines,0,0,0
20200124,Poland,0,0,0
20200124,Portugal,0,0,0
20200124,Qatar,0,0,0
20200124,Romania,0,0,0
20200124,Russia,0,0,0
20200124,Rwanda,0,0,0
20200124,Saint Kitts and Nevis,0,0,0
20200124,Saint Lucia,0,0,0
20200124,Saint Vincent and the Grenadines,0,0,0
20200124,San Marino,0,0,0
20200124,Sao Tome and Principe,0,0,0
20200124,Saudi Arabia,0,0,0
20200124,Senegal,0,0,0
20200124,Serbia,0,0,0
20200124,Seychelles,0,0,0
20200124,Sierra Leone,0,0,0
20200124,Singapore,3,0,0
20200124,Slovakia,0,0,0
20200124,Slovenia,0,0,0
20200124,Somalia,0,0,0
20200124,South Africa,0,0,0
20200124,South Sudan,0,0,0
20200124,Spain,0,0,0
20200124,Sri Lanka,0,0,0
20200124,Sudan,0,0,0
20200124,Suriname,0,0,0
20200124,Sweden,0,0,0
20200124,Switzerland,0,0,0
20200124,Syria,0,0,0
20200124,Taiwan*,3,0,0
20200124,Tajikistan,0,0,0
20200124,Tanzania,0,0,0
20200124,Thailand,5,0,0
20200124,Timor-Leste,0,0,0
20200124,Togo,0,0,0
20200124,Trinidad and Tobago,0,0,0
20200124,Tunisia,0,0,0
20200124,Turkey,0,0,0
20200124,US,2,0,0
20200124,Uganda,0,0,0
20200124,Ukraine,0,0,0
20200124,United Arab Emirates,0,0,0
20200124,United Kingdom,0,0,0
20200124,Uruguay,0,0,0
20200124,Uzbekistan,0,0,0
20200124,Venezuela,0,0,0
20200124,Vietnam,2,0,0
20200124,West Bank and Gaza,0,0,0
20200124,Western Sahara,0,0,0
20200124,Yemen,0,0,0
20200124,Zambia,0,0,0
20200124,Zimbabwe,0,0,0
20200125,Afghanistan,0,0,0
20200125,Albania,0,0,0
20200125,Algeria,0,0,0
20200125,Andorra,0,0,0
20200125,Angola,0,0,0
20200125,Antigua and Barbuda,0,0,0
20200125,Argentina,0,0,0
20200125,Armenia,0,0,0
20200125,Australia,0,0,0
20200125,Austria,0,0,0
20200125,Azerbaijan,0,0,0
20200125,Bahamas,0,0,0
20200125,Bahrain,0,0,0
20200125,Bangladesh,0,0,0
20200125,Barbados,0,0,0
20200125,Belarus,0,0,0
20200125,Belgium,0,0,0
20200125,Belize,0,0,0
20200125,Benin,0,0,0
20200125,Bhutan,0,0,0
20200125,Bolivia,0,0,0
20200125,Bosnia and Herzegovina,0,0,0
20200125,Botswana,0,0,0
20200125,Brazil,0,0,0
20200125,Brunei,0,0,0
20200125,Bulgaria,0,0,0
20200125,Burkina Faso,0,0,0
20200125,Burma,0,0,0
20200125,Burundi,0,0,0
20200125,Cabo Verde,0,0,0
20200125,Cambodia,0,0,0
20200125,Cameroon,0,0,0
20200125,Canada,0,0,0
20200125,Central African Republic,0,0,0
20200125,Chad,0,0,0
20200125,Chile,0,0,0
20200125,China,1406,39,42
20200125,Colombia,0,0,0
20200125,Comoros,0,0,0
20200125,Congo (Brazzaville),0,0,0
20200125,Congo (Kinshasa),0,0,0
20200125,Costa Rica,0,0,0
20200125,Cote d'Ivoire,0,0,0
